source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230822_Bulk_MIA_5	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_MIA_5	not applicable	211	20230822_Bulk_MIA_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_MIA_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_MIA_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_28	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_28	1	212	20230822_SingleCells_HPDE_28	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_28.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_PNAC1_TGFB_D7_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230630_PNAC1_TGFB_D7_3	1	213	20230630_PNAC1_TGFB_D7_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230630_PNAC1_TGFB_D7_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230630_PNAC1_TGFB_D7_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_13	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_13	1	214	20230822_SingleCells_PANC_13	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_13.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_3	1	215	20230822_SingleCells_AsPc_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_7	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_7	1	216	20230822_SingleCells_PANC_7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_7.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_12	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_12	1	217	20230822_SingleCells_HPDE_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_3	1	218	20230406_PNAC1_single_cells_TGFb_D3_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_PNAC1_TGFB_D3_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230630_PNAC1_TGFB_D3_2	1	219	20230630_PNAC1_TGFB_D3_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230630_PNAC1_TGFB_D3_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230630_PNAC1_TGFB_D3_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_HPDE_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_HPDE_1	not applicable	220	20230822_Bulk_HPDE_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_HPDE_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_HPDE_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_17	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_17	1	221	20230822_SingleCells_PANC_17	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_17.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_14	1	222	20230822_SingleCells_HPAF_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_4	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_4	1	223	20230822_SingleCells_PANC_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_HPAF_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_HPAF_3	not applicable	224	20230822_Bulk_HPAF_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_HPAF_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_HPAF_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_14	1	225	20230822_SingleCells_PANC_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_PANC_4	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_PANC_4	not applicable	226	20230822_Bulk_PANC_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_PANC_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_PANC_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_PNAC1_ConD1_4	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230630_PNAC1_ConD1_4	1	227	20230630_PNAC1_ConD1_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230630_PNAC1_ConD1_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230630_PNAC1_ConD1_4.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_12	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_12	1	228	20230822_SingleCells_HPAF_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_6	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_6	1	229	20230822_SingleCells_PANC_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_PANC_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_PANC_1	not applicable	230	20230822_Bulk_PANC_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_PANC_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_PANC_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_HPAF_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_HPAF_1	not applicable	231	20230822_Bulk_HPAF_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_HPAF_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_HPAF_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_25	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_25	1	232	20230822_SingleCells_HPDE_25	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_25.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_14	1	233	20230822_SingleCells_AsPc_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_29	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_29	1	234	20230822_SingleCells_MIA_29	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_29.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
